,Identifies_the_type_of_dwelling,MSZoning,LotFrontage,LotArea,Street,LotShape,LandContour,Utilities,Lot_configuration,LandSlope,Neighborhood,Condition1,Condition2,Type_of_dwelling,HouseStyle,OverallQual,OverallCond,YearRemodAdd,RoofStyle,Roof_material,Exterior1st,Exterior2nd,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinType2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical_system,1stFlrSF,Low_quality_finished_square_feet,GrLivArea,BedroomAbvGr,KitchenAbvGr,Kitchen_Quality,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,Garage_location,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,Garage_condition,Paved driveway,Pool_quality,Fence_Quality,Miscellaneous_feature,miscellaneous_feature,MoSold,YrSold,SaleType,SaleCondition,SalePrice,PricePerSqFt,AgeAtSale,TotalSqFt,TotalBathrooms,TotalPorchArea,TotalFinishedSqFt,TotalQualityScore,TotalGarageScore,TotalOutdoorArea,DateSold,Sentiment
731, SPLIT OR MULTI-LEVEL,RL,73,9590,Pave,IR1,Lvl,AllPub,Corner,Gtl,Timber,Norm,Norm,1Fam,SLvl,7,5,2003,Gable,CompShg,VinylSd,VinylSd,442,Gd,TA,PConc,Ex,TA,Av,GLQ,Unf,82,868,GasA,Ex,Y,SBrkr,1146,0,1146,3,1,Gd,6,Typ,1,Gd,Attchd,2003,Fin,2,438,TA,TA,Y,No,No,No,0,May,2007,WD,Normal,187500,93.09831181727904,4,2014,2.0,22,1932,12,876,182,2007-05-01,0.0
732,2-STORY 1946 & NEWER,RL,75,11404,Pave,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,1999,Gable,CompShg,VinylSd,VinylSd,202,Gd,TA,PConc,Gd,TA,Av,ALQ,Unf,901,1153,GasA,Ex,Y,SBrkr,1153,0,2031,3,1,Gd,8,Typ,1,TA,Attchd,1998,Fin,2,541,TA,TA,Y,No,No,No,0,Jul,2008,WD,Normal,222500,69.88065326633166,10,3184,2.5,84,2283,12,1082,276,2008-07-01,0.0
733,1-STORY 1946 & NEWER ALL STYLES,RL,80,10000,Pave,Reg,Lvl,AllPub,Corner,Gtl,Sawyer,Feedr,Norm,1Fam,1Story,5,6,1983,Hip,CompShg,HdBoard,HdBoard,0,TA,TA,CBlock,TA,TA,No,BLQ,Unf,270,864,GasA,Ex,Y,SBrkr,1144,0,1144,3,1,TA,6,Typ,1,TA,Attchd,1961,RFn,1,264,TA,TA,Y,No,GdWo,Shed,400,Mar,2009,WD,Normal,131400,65.43824701195219,48,2008,1.0,0,1738,11,264,165,2009-03-01,0.0
734,1-STORY 1946 & NEWER ALL STYLES,RL,0,8978,Pave,IR1,Lvl,AllPub,Corner,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,5,1968,Gable,CompShg,Plywood,Plywood,0,TA,TA,PConc,TA,TA,No,Unf,Unf,948,948,GasA,TA,Y,SBrkr,948,0,948,3,1,TA,6,Typ,0,No,Attchd,1968,Unf,1,300,TA,TA,Y,No,No,No,0,May,2007,WD,Family,108000,56.962025316455694,39,1896,1.0,0,948,10,300,147,2007-05-01,0.0
735,2-1/2 STORY ALL AGES,RM,60,10800,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2.5Unf,7,7,1970,Gable,CompShg,Wd Sdng,Wd Sdng,0,TA,TA,BrkTil,Gd,TA,Mn,Rec,Unf,490,880,GasW,Fa,N,SBrkr,880,0,1768,2,1,TA,6,Typ,2,TA,Detchd,1914,Unf,2,320,TA,TA,N,No,No,No,0,Oct,2006,WD,Normal,163000,61.5558912386707,92,2648,1.5,341,2158,14,640,341,2006-10-01,0.0
736,DUPLEX - ALL STYLES AND AGES,RL,60,8544,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,Duplex,1Story,3,4,1950,Gable,CompShg,Stucco,Stone,0,TA,TA,CBlock,No,No,No,No,No,0,0,GasA,Gd,N,FuseF,1040,0,1040,2,2,TA,6,Typ,0,No,Detchd,1949,Unf,2,400,TA,TA,Y,No,No,No,0,Jul,2006,WD,Normal,93500,89.90384615384616,56,1040,2.0,0,1040,7,800,0,2006-07-01,0.0
737,2-STORY 1946 & NEWER,RL,72,10463,Pave,IR1,HLS,AllPub,CulDSac,Gtl,Gilbert,Norm,Norm,1Fam,2Story,8,5,2005,Gable,CompShg,VinylSd,VinylSd,0,Gd,TA,PConc,Gd,TA,No,Unf,Unf,893,893,GasA,Ex,Y,SBrkr,901,0,1801,3,1,Gd,8,Typ,1,Gd,Attchd,2005,Fin,3,800,TA,TA,Y,No,No,No,0,Jun,2006,WD,Normal,239900,89.04974016332591,1,2694,2.5,116,1801,13,2400,116,2006-06-01,0.0
738,DUPLEX - ALL STYLES AND AGES,RL,60,10800,Pave,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,Duplex,1Story,5,5,1988,Gable,CompShg,Plywood,Plywood,0,TA,TA,CBlock,Gd,Gd,Gd,GLQ,Unf,0,1200,GasA,TA,Y,SBrkr,1200,0,1200,3,1,TA,5,Typ,0,No,No,2005,No,0,0,No,No,Y,No,No,No,0,Mar,2009,WD,Alloca,179000,74.58333333333333,22,2400,3.0,0,2400,10,0,120,2009-03-01,0.0
739,2-STORY 1946 & NEWER,RL,65,9313,Pave,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,2004,Gable,CompShg,VinylSd,VinylSd,0,Gd,TA,PConc,Gd,TA,No,Unf,Unf,864,864,GasA,Ex,Y,SBrkr,864,0,1728,3,1,Gd,7,Typ,0,No,Attchd,2004,RFn,2,572,TA,TA,Y,No,No,No,0,Apr,2009,WD,Normal,190000,73.30246913580247,5,2592,2.5,56,1728,12,1144,243,2009-04-01,0.0
740,2-STORY 1945 & OLDER,RM,60,9600,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,5,7,2002,Gable,CompShg,Wd Sdng,Wd Shng,0,TA,Gd,BrkTil,Fa,Fa,No,Unf,Unf,264,264,GasA,Ex,Y,SBrkr,768,0,1432,2,1,TA,7,Typ,0,No,Detchd,1910,Unf,2,360,TA,Gd,Y,No,GdPrv,No,0,May,2007,WD,Abnorml,132000,77.83018867924528,97,1696,2.0,112,1432,12,720,270,2007-05-01,0.0
741,1-STORY 1946 & NEWER ALL STYLES,RL,65,6768,Pave,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Feedr,Norm,1Fam,1Story,6,8,1996,Hip,CompShg,HdBoard,HdBoard,0,TA,Gd,CBlock,TA,TA,Mn,GLQ,Unf,80,912,GasA,Gd,Y,SBrkr,912,0,912,3,1,Gd,5,Typ,0,No,Detchd,1962,Unf,1,288,TA,TA,Y,No,GdPrv,No,0,May,2008,WD,Normal,142000,77.85087719298245,47,1824,1.0,0,1744,14,288,168,2008-05-01,0.0
742,1-STORY 1946 & NEWER ALL STYLES,RL,65,8450,Pave,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,1Story,7,5,2001,Gable,CompShg,VinylSd,VinylSd,108,TA,TA,PConc,Gd,TA,No,Unf,Unf,1349,1349,GasA,Ex,Y,SBrkr,1349,0,1349,3,1,TA,6,Typ,0,No,Attchd,2000,Unf,2,539,TA,TA,Y,No,GdPrv,No,0,Dec,2007,WD,Normal,179000,66.34544106745737,7,2698,2.0,55,1349,12,1078,175,2007-12-01,0.0
743, SPLIT OR MULTI-LEVEL,RL,70,12886,Pave,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,SLvl,5,6,1999,Gable,CompShg,HdBoard,HdBoard,0,TA,TA,CBlock,Gd,TA,Av,ALQ,Unf,76,520,GasA,Ex,Y,SBrkr,1464,0,1464,3,1,TA,6,Min2,1,TA,Attchd,1997,RFn,2,480,TA,TA,Y,No,No,No,0,Oct,2009,WD,Normal,175000,88.20564516129032,46,1984,2.0,100,1908,11,960,302,2009-10-01,0.0
744,1-STORY PUD (Planned Unit Development) - 1946 & NEWER,RL,41,5395,Pave,IR1,HLS,AllPub,Inside,Gtl,StoneBr,Norm,Norm,TwnhsE,1Story,8,5,1993,Gable,CompShg,HdBoard,HdBoard,0,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,604,1337,GasA,Gd,Y,SBrkr,1337,0,1337,2,1,Gd,5,Typ,1,TA,Attchd,1993,RFn,2,462,TA,TA,Y,No,No,No,0,Oct,2008,WD,Normal,180000,67.31488406881077,15,2674,2.0,238,2070,13,924,96,2008-10-01,0.0
745,2-STORY 1946 & NEWER,RL,0,8963,Pave,IR1,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,2Story,8,9,1996,Hip,CompShg,VinylSd,VinylSd,289,Ex,Gd,CBlock,TA,Gd,No,GLQ,ALQ,487,1142,GasA,Ex,Y,SBrkr,1175,0,2715,4,1,Gd,11,Typ,2,TA,BuiltIn,1994,Fin,2,831,TA,TA,Y,No,No,No,0,Jul,2008,WD,Normal,299800,77.72880477054706,32,3857,3.5,204,3370,17,1662,204,2008-07-01,0.0
746,2-STORY 1946 & NEWER,RL,0,8795,Pave,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5,2000,Gable,CompShg,VinylSd,VinylSd,0,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,652,952,GasA,Ex,Y,SBrkr,980,0,2256,4,1,Gd,8,Typ,1,TA,BuiltIn,2000,Fin,2,554,TA,TA,Y,No,No,No,0,Apr,2009,WD,Normal,236000,73.56608478802993,9,3208,2.5,54,2556,12,1108,278,2009-04-01,0.0
747,2-STORY 1945 & OLDER,RM,65,11700,Pave,IR1,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,2Story,7,7,2003,Mansard,CompShg,Stucco,Stucco,0,Gd,TA,Stone,TA,Fa,No,Unf,Unf,1240,1240,GasW,TA,N,SBrkr,1320,0,2640,4,1,Gd,8,Typ,1,Gd,Detchd,1950,Unf,4,864,TA,TA,N,No,No,No,0,May,2009,WD,Normal,265979,68.55128865979381,129,3880,1.5,386,2640,14,3456,181,2009-05-01,0.0
748,1-STORY 1946 & NEWER ALL STYLES,RL,59,10593,Pave,IR1,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,1Story,7,5,1996,Hip,CompShg,VinylSd,VinylSd,338,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,801,1720,GasA,Ex,Y,SBrkr,1720,0,1720,3,1,Gd,7,Typ,1,TA,Attchd,1996,Fin,2,527,TA,TA,Y,No,No,No,0,Mar,2010,WD,Normal,260400,75.69767441860465,14,3440,2.0,210,2639,12,1054,296,2010-03-01,0.0
749,1-1/2 STORY FINISHED ALL AGES,RL,50,8405,Pave,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,4,3,1950,Gable,CompShg,WdShing,Wd Shng,0,TA,TA,Slab,No,No,No,No,No,0,0,Wall,TA,N,FuseF,1088,0,1529,4,1,TA,9,Mod,0,No,Detchd,1945,Unf,1,240,TA,TA,N,No,No,No,0,Apr,2009,WD,Normal,98000,64.09417920209287,64,1529,2.0,185,1529,7,240,92,2009-04-01,0.0
750,1-1/2 STORY FINISHED ALL AGES,RM,55,8800,Pave,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,4,7,2004,Gable,CompShg,Wd Sdng,Wd Sdng,0,TA,TA,BrkTil,TA,Fa,No,Unf,Unf,576,576,GasA,Gd,Y,SBrkr,792,0,1140,3,1,TA,7,Min2,0,No,No,2005,No,0,0,No,No,N,No,No,No,0,Jun,2010,WD,Normal,96500,56.235431235431236,100,1716,1.0,160,1140,11,0,160,2010-06-01,0.0
751,2-STORY 1946 & NEWER,RL,0,7750,Pave,Reg,Lvl,AllPub,Inside,Gtl,Gilbert,RRAn,Norm,1Fam,2Story,7,5,2003,Gable,CompShg,VinylSd,VinylSd,0,Gd,TA,PConc,Gd,TA,No,Unf,Unf,660,660,GasA,Ex,Y,SBrkr,660,0,1320,3,1,Gd,6,Typ,0,No,Attchd,2003,Fin,2,400,TA,TA,Y,No,No,No,0,Aug,2007,WD,Normal,162000,81.81818181818181,4,1980,2.5,48,1320,12,800,48,2007-08-01,0.0
752,1-STORY 1946 & NEWER ALL STYLES,RL,79,9236,Pave,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,6,5,1997,Gable,CompShg,VinylSd,VinylSd,0,TA,Gd,PConc,Gd,TA,Gd,GLQ,Unf,279,1479,GasA,Ex,Y,SBrkr,1494,0,1494,3,1,Gd,6,Typ,0,No,Attchd,1997,RFn,2,576,TA,TA,Y,No,No,No,0,Jul,2006,WD,Normal,217000,72.99024554322233,9,2973,2.0,27,2694,11,1152,195,2006-07-01,0.0
753,2-STORY 1946 & NEWER,RL,80,10240,Pave,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,8,5,2005,Gable,CompShg,VinylSd,VinylSd,178,Gd,TA,PConc,Gd,TA,Mn,Unf,Unf,1030,1030,GasA,Gd,Y,SBrkr,1038,0,2098,3,1,Ex,8,Typ,1,Gd,Attchd,2005,RFn,3,878,TA,TA,Y,No,No,No,0,Mar,2006,WD,Normal,275500,88.07544757033249,1,3128,2.5,52,2098,13,2634,244,2006-03-01,0.0
754,1-STORY 1946 & NEWER ALL STYLES,RL,61,7930,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,8,2005,Gable,CompShg,Plywood,Plywood,0,TA,TA,CBlock,TA,TA,No,GLQ,LwQ,115,1026,GasA,Gd,Y,SBrkr,1026,0,1026,3,1,Gd,5,Typ,0,No,Detchd,1969,RFn,2,440,TA,TA,Y,No,No,No,0,Jul,2009,WD,Normal,156000,76.0233918128655,40,2052,1.0,48,1937,14,880,219,2009-07-01,0.0
755,2-STORY PUD - 1946 & NEWER,FV,34,3230,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,TwnhsE,2Story,6,5,1999,Gable,CompShg,MetalSd,MetalSd,894,TA,TA,PConc,Gd,TA,No,GLQ,Unf,348,729,GasA,Gd,Y,SBrkr,742,0,1471,3,1,TA,6,Typ,0,No,Detchd,1999,Unf,2,440,TA,TA,Y,No,No,No,0,Mar,2009,WD,Normal,172500,78.4090909090909,10,2200,2.5,24,1852,11,880,24,2009-03-01,0.0
756,2-STORY 1946 & NEWER,RL,68,10769,Pave,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,8,5,2007,Gable,CompShg,VinylSd,VinylSd,0,Gd,TA,PConc,Gd,TA,Av,GLQ,Unf,846,866,GasA,Ex,Y,SBrkr,866,0,1768,3,1,Gd,7,Typ,0,No,Attchd,2007,RFn,2,578,TA,TA,Y,No,No,No,0,Apr,2009,WD,Normal,212000,80.48595292331055,2,2634,2.5,105,1788,13,1156,249,2009-04-01,0.0
757,2-STORY 1946 & NEWER,RL,0,11616,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,Sawyer,Norm,Norm,1Fam,2Story,6,5,1978,Hip,CompShg,HdBoard,HdBoard,328,TA,TA,CBlock,TA,TA,Mn,Rec,Unf,234,672,GasA,TA,Y,SBrkr,672,0,1386,3,1,TA,6,Typ,1,TA,Attchd,1978,Fin,2,440,TA,TA,Y,No,GdPrv,No,0,Apr,2010,WD,Abnorml,158900,77.21088435374149,32,2058,2.5,0,1824,11,880,335,2010-04-01,0.0
758,2-STORY PUD - 1946 & NEWER,FV,24,2280,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,Twnhs,2Story,7,5,1999,Gable,CompShg,MetalSd,MetalSd,360,TA,TA,PConc,Gd,TA,No,ALQ,Unf,195,744,GasA,Gd,Y,SBrkr,757,0,1501,3,1,TA,6,Typ,0,No,Detchd,1999,Unf,2,440,TA,TA,Y,No,No,No,0,Aug,2008,WD,Normal,179400,79.9109131403118,9,2245,2.5,0,2050,12,880,0,2008-08-01,0.0
759,2-STORY 1946 & NEWER,RL,65,12257,Pave,IR1,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,2Story,8,5,1995,Gable,CompShg,VinylSd,VinylSd,513,Gd,TA,PConc,Gd,TA,Av,LwQ,ALQ,1198,1318,GasA,Ex,Y,SBrkr,1328,0,2531,4,1,Gd,9,Typ,1,TA,Attchd,1995,RFn,3,752,TA,TA,Y,No,No,No,0,Nov,2007,WD,Normal,290000,75.3442452585087,12,3849,2.5,98,2651,13,2256,320,2007-11-01,0.0
760,1-STORY 1946 & NEWER ALL STYLES,RL,70,9100,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,6,1959,Hip,CompShg,Wd Sdng,Wd Sdng,0,TA,TA,CBlock,TA,TA,No,Rec,Unf,252,864,GasA,Ex,Y,SBrkr,864,0,864,2,1,TA,5,Typ,0,No,Detchd,2008,Unf,1,300,Ex,Ex,Y,No,No,Shed,450,Oct,2009,WD,Normal,127500,73.78472222222223,50,1728,1.0,0,1476,12,300,0,2009-10-01,0.0
761,1-STORY 1945 & OLDER,RM,60,6911,Pave,Reg,Lvl,AllPub,FR2,Gtl,BrkSide,Feedr,Norm,1Fam,1Story,5,5,1950,Gable,CompShg,Wd Sdng,Wd Sdng,0,TA,TA,PConc,TA,TA,Mn,LwQ,Unf,740,1145,GasA,TA,Y,SBrkr,1301,0,1301,2,1,Fa,5,Min1,0,No,Detchd,1965,Unf,2,440,TA,TA,Y,No,No,No,0,Oct,2009,WD,Normal,100000,40.88307440719542,85,2446,1.0,0,1706,10,880,0,2009-10-01,0.0
762,2-STORY 1946 & NEWER,FV,72,8640,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,7,5,2009,Gable,CompShg,VinylSd,VinylSd,0,TA,TA,PConc,Gd,TA,Mn,GLQ,Unf,732,756,GasA,Ex,Y,SBrkr,764,0,1547,3,1,Gd,7,Typ,0,No,Attchd,2009,Unf,2,614,TA,TA,Y,No,No,No,0,Jun,2010,Con,Normal,215200,93.4433347807208,1,2303,2.5,45,1571,12,1228,214,2010-06-01,0.0
763,2-STORY 1946 & NEWER,RL,82,9430,Pave,Reg,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,2Story,8,5,1999,Gable,CompShg,VinylSd,VinylSd,673,Gd,TA,PConc,Gd,TA,Mn,GLQ,Unf,89,1252,GasA,Ex,Y,SBrkr,1268,0,2365,3,1,Gd,8,Typ,1,Gd,Attchd,1999,RFn,3,856,TA,TA,Y,No,No,No,0,Jul,2009,WD,Normal,337000,93.17113630080176,10,3617,2.5,308,3528,13,2568,128,2009-07-01,0.0
764,1-STORY PUD (Planned Unit Development) - 1946 & NEWER,RL,30,9549,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,Veenker,Norm,Norm,TwnhsE,1Story,8,5,1996,Hip,CompShg,BrkFace,BrkFace,0,Gd,Gd,PConc,Gd,Gd,Av,LwQ,GLQ,0,1494,GasA,Ex,Y,SBrkr,1494,0,1494,2,1,Ex,6,Typ,1,Gd,Attchd,1995,Fin,2,481,TA,TA,Y,No,No,No,0,Apr,2006,WD,Normal,270000,90.36144578313252,11,2988,1.5,246,2988,13,962,30,2006-04-01,0.0
765,1-STORY 1946 & NEWER ALL STYLES,RL,75,14587,Pave,IR1,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,9,5,2008,Gable,CompShg,VinylSd,VinylSd,284,Gd,TA,PConc,Gd,TA,No,Unf,Unf,1498,1498,GasA,Ex,Y,SBrkr,1506,0,1506,2,1,Ex,6,Typ,1,Gd,Attchd,2008,Fin,2,592,TA,TA,Y,No,No,No,0,Aug,2008,New,Partial,264132,87.92676431424766,0,3004,2.0,174,1506,14,1184,174,2008-08-01,0.0
766,2-STORY 1946 & NEWER,RL,80,10421,Pave,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,2Story,7,5,1988,Gable,CompShg,HdBoard,HdBoard,42,TA,TA,CBlock,Gd,TA,No,GLQ,Unf,586,980,GasA,TA,Y,SBrkr,980,0,1714,3,1,TA,7,Typ,1,TA,Attchd,1988,Unf,2,496,TA,TA,Y,No,MnPrv,Shed,500,Mar,2010,WD,Normal,196500,72.93986636971047,22,2694,2.5,222,2108,12,992,294,2010-03-01,0.0
767,1-1/2 STORY FINISHED ALL AGES,RL,75,12508,Pave,IR1,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,1Fam,1.5Fin,6,7,1985,Gable,CompShg,VinylSd,VinylSd,0,TA,TA,CBlock,Gd,TA,Mn,ALQ,Unf,323,983,GasA,Ex,Y,SBrkr,983,0,1750,4,1,TA,7,Mod,0,No,Attchd,1989,Unf,1,423,TA,TA,Y,No,No,Shed,1300,Jul,2008,WD,Normal,160000,58.543724844493234,68,2733,2.0,156,2410,13,423,245,2008-07-01,0.0
768,1-STORY 1946 & NEWER ALL STYLES,RL,70,9100,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2005,Hip,CompShg,VinylSd,VinylSd,0,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,1836,1860,GasA,Ex,Y,SBrkr,1836,0,1836,3,1,Gd,8,Typ,1,Gd,Attchd,2004,Fin,2,484,TA,TA,Y,No,No,No,0,Oct,2006,WD,Normal,216837,58.66801948051948,2,3696,2.0,33,1860,12,968,153,2006-10-01,0.0
769,2-STORY 1946 & NEWER,RL,47,53504,Pave,IR2,HLS,AllPub,CulDSac,Mod,StoneBr,Norm,Norm,1Fam,2Story,8,5,2003,Hip,CompShg,CemntBd,Wd Shng,603,Ex,TA,PConc,Gd,TA,Gd,ALQ,Unf,234,1650,GasA,Ex,Y,SBrkr,1690,0,3279,4,1,Ex,12,Mod,1,Gd,BuiltIn,2003,Fin,3,841,TA,TA,Y,No,No,No,0,Jun,2010,WD,Normal,538000,109.14992899168189,7,4929,3.5,246,4695,13,2523,539,2010-06-01,0.0
770,SPLIT FOYER,RL,0,7252,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,Sawyer,Norm,Norm,1Fam,SFoyer,5,5,1982,Hip,CompShg,Wd Sdng,Wd Sdng,0,TA,TA,CBlock,Gd,TA,Av,GLQ,Unf,173,858,GasA,TA,Y,SBrkr,858,0,858,2,1,TA,5,Typ,0,No,Detchd,1983,Unf,2,576,TA,TA,Y,No,No,No,0,Apr,2009,WD,Normal,134900,78.61305361305361,27,1716,1.0,0,1543,10,1152,120,2009-04-01,0.0
771,1-STORY 1946 & NEWER ALL STYLES,RL,67,8877,Pave,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,4,5,1951,Gable,CompShg,Wd Sdng,Wd Sdng,0,TA,TA,CBlock,Fa,Fa,No,LwQ,Unf,0,836,GasA,TA,Y,FuseF,1220,0,1220,2,1,TA,6,Typ,0,No,Detchd,1951,Unf,2,396,TA,TA,Y,No,No,No,0,Apr,2006,COD,Normal,102000,49.61089494163424,55,2056,1.0,0,2056,9,792,0,2006-04-01,0.0
772, SPLIT OR MULTI-LEVEL,RL,94,7819,Pave,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,SLvl,6,5,1976,Gable,CompShg,Plywood,Plywood,0,TA,TA,CBlock,TA,TA,Av,ALQ,BLQ,480,1029,GasA,TA,Y,SBrkr,1117,0,1117,3,1,TA,6,Typ,1,TA,Detchd,1976,Unf,2,672,TA,TA,Y,No,MnPrv,No,0,Mar,2010,WD,Abnorml,107000,49.86020503261883,34,2146,1.0,0,1666,11,1344,144,2010-03-01,0.0
773,1-STORY 1946 & NEWER ALL STYLES,RL,70,10150,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Feedr,Norm,1Fam,1Story,5,5,1958,Gable,CompShg,Wd Sdng,Wd Sdng,1,TA,TA,CBlock,TA,TA,No,Rec,Unf,456,912,GasA,Ex,Y,FuseA,912,0,912,2,1,TA,5,Typ,0,No,Attchd,1958,RFn,1,275,TA,TA,Y,No,No,No,0,Jul,2007,COD,Normal,114500,62.77412280701754,49,1824,1.0,0,1368,10,275,0,2007-07-01,0.0
774,1-STORY 1946 & NEWER ALL STYLES,RL,110,14226,Pave,Reg,Lvl,AllPub,Corner,Gtl,NridgHt,Norm,Norm,1Fam,1Story,8,5,2006,Hip,CompShg,VinylSd,VinylSd,375,Gd,TA,PConc,Gd,TA,Av,Unf,Unf,1935,1935,GasA,Gd,Y,SBrkr,1973,0,1973,3,1,Gd,9,Typ,1,Gd,Attchd,2006,Fin,3,895,TA,TA,Y,No,No,No,0,Jul,2007,New,Partial,395000,101.07471852610031,1,3908,2.0,45,1973,13,2685,360,2007-07-01,0.0
775,1-STORY PUD (Planned Unit Development) - 1946 & NEWER,RM,32,4500,Pave,Reg,Lvl,AllPub,FR2,Gtl,Mitchel,Norm,Norm,TwnhsE,1Story,6,5,1998,Hip,CompShg,VinylSd,VinylSd,320,TA,TA,PConc,Ex,TA,No,GLQ,Unf,338,1204,GasA,Ex,Y,SBrkr,1204,0,1204,2,1,TA,5,Typ,0,No,Attchd,1998,Fin,2,412,TA,TA,Y,No,No,No,0,Jun,2009,WD,Normal,162000,67.27574750830564,11,2408,2.0,247,2070,11,824,247,2009-06-01,0.0
776,1-STORY 1946 & NEWER ALL STYLES,RL,86,11210,Pave,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2006,Gable,CompShg,VinylSd,VinylSd,240,Gd,TA,PConc,Gd,TA,Av,GLQ,Unf,1594,1614,GasA,Ex,Y,SBrkr,1614,0,1614,3,1,Gd,7,Typ,0,No,Attchd,2005,RFn,3,865,TA,TA,Y,No,No,No,0,Jul,2006,New,Partial,221500,68.61833952912019,1,3228,2.0,59,1634,12,2595,203,2006-07-01,0.0
777,1-STORY 1946 & NEWER ALL STYLES,RL,100,13350,Pave,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,5,1974,Hip,CompShg,HdBoard,Plywood,0,TA,TA,CBlock,TA,TA,No,ALQ,Unf,102,864,GasA,TA,Y,SBrkr,894,0,894,3,1,TA,5,Typ,1,Fa,Attchd,1974,Unf,2,440,TA,TA,Y,No,MnPrv,No,0,Jun,2006,WD,Normal,142500,81.0580204778157,32,1758,1.0,0,1656,10,880,241,2006-06-01,0.0
778,DUPLEX - ALL STYLES AND AGES,RH,60,8400,Pave,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Feedr,Norm,Duplex,1Story,5,5,1977,Gable,CompShg,Plywood,Plywood,320,TA,TA,Slab,No,No,No,No,No,0,0,GasA,TA,Y,SBrkr,2020,0,2020,4,2,TA,10,Typ,2,TA,Detchd,1977,Unf,2,630,TA,TA,Y,No,No,No,0,Oct,2007,WD,Normal,144000,71.2871287128713,30,2020,2.0,0,2020,10,1260,0,2007-10-01,0.0
